split,frame,hand_slot,recovered_tool,containment,margin,img_h,img_w
val,10_1_0719,Left Hand Tool,Tweezers,0.9993,0.8709,1080,1920
val,10_1_0411,Left Hand Tool,Suction Cannula,1.0,0.8758,1080,1920
val,09_1_0658,Right Hand Tool,Hook,0.9999,0.999,1080,1920
val,10_1_1517,Left Hand Tool,Tweezers,1.0,0.9818,1080,1920
val,10_1_0624,Right Hand Tool,Raspatory,1.0,0.7874,1080,1920
val,10_1_0888,Left Hand Tool,Tweezers,1.0,0.7093,1080,1920
val,10_1_0900,Right Hand Tool,Needle Holders,0.9946,0.6478,1080,1920
val,10_1_1405,Right Hand Tool,Needle Holders,1.0,0.5208,1080,1920
val,10_1_1506,Right Hand Tool,Needle Holders,1.0,0.066,1080,1920
val,10_1_1099,Right Hand Tool,Needle Holders,0.9996,0.7409,1080,1920
val,10_1_1150,Right Hand Tool,Mouth Gag,1.0,0.0104,1080,1920
val,09_1_0557,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
val,10_1_0733,Right Hand Tool,Scissors,0.9995,0.4905,1080,1920
val,10_1_1450,Left Hand Tool,Tweezers,1.0,0.7939,1080,1920
val,09_1_0616,Right Hand Tool,Scalpel,0.9962,0.9962,1080,1920
val,10_1_0764,Right Hand Tool,Needle Holders,0.9987,0.884,1080,1920
val,10_1_0437,Right Hand Tool,Scissors,0.989,0.6393,1080,1920
val,09_1_0749,Two Hands Tool,Scissors,0.9932,0.9932,1080,1920
val,09_1_0854,Right Hand Tool,Electric Cautery,0.9996,0.7077,1080,1920
val,10_1_0625,Right Hand Tool,Raspatory,1.0,1.0,1080,1920
val,09_1_0803,Left Hand Tool,Gauze,1.0,0.7738,1080,1920
val,10_1_0889,Right Hand Tool,Needle Holders,1.0,0.6722,1080,1920
val,10_1_1440,Right Hand Tool,Needle Holders,1.0,0.9578,1080,1920
val,10_1_0749,Left Hand Tool,Tweezers,0.9987,0.807,1080,1920
val,10_1_1578,Left Hand Tool,Tweezers,0.9978,0.8815,1080,1920
val,09_1_0398,Two Hands Tool,Syringe,1.0,1.0,1080,1920
val,09_1_0985,Right Hand Tool,Scissors,1.0,1.0,1080,1920
val,10_1_1095,Left Hand Tool,Mouth Gag,0.8042,0.8042,1080,1920
val,09_1_0792,Left Hand Tool,Gauze,1.0,0.8382,1080,1920
val,10_1_0475,Right Hand Tool,Raspatory,0.9992,0.9386,1080,1920
val,10_1_0967,Right Hand Tool,Mouth Gag,1.0,0.0018,1080,1920
val,09_1_0649,Right Hand Tool,Scissors,0.9986,0.8936,1080,1920
val,10_1_1082,Right Hand Tool,Mouth Gag,1.0,0.0402,1080,1920
val,10_1_0405,Left Hand Tool,Suction Cannula,0.9984,0.8754,1080,1920
val,09_1_0702,Right Hand Tool,Scissors,0.999,0.999,1080,1920
val,10_1_0512,Left Hand Tool,Suction Cannula,1.0,0.7339,1080,1920
val,10_1_0896,Left Hand Tool,Tweezers,0.9998,0.9315,1080,1920
val,09_1_0442,Two Hands Tool,Syringe,1.0,1.0,1080,1920
val,09_1_0662,Left Hand Tool,Tweezers,0.9954,0.9954,1080,1920
val,10_1_0710,Left Hand Tool,Tweezers,1.0,0.8488,1080,1920
val,10_1_0503,Left Hand Tool,Suction Cannula,1.0,0.8733,1080,1920
val,10_1_0981,Left Hand Tool,Suction Cannula,1.0,1.0,1080,1920
val,10_1_1076,Right Hand Tool,Needle Holders,0.9944,0.5055,1080,1920
val,10_1_0744,Left Hand Tool,Tweezers,0.9978,0.8771,1080,1920
val,10_1_1606,Right Hand Tool,Needle Holders,0.9978,0.9978,1080,1920
val,10_1_0522,Left Hand Tool,Tweezers,1.0,0.7567,1080,1920
val,09_1_0499,Right Hand Tool,Scalpel,1.0,0.1142,1080,1920
val,10_1_0510,Left Hand Tool,Suction Cannula,0.9323,0.4363,1080,1920
val,09_1_0828,Right Hand Tool,Electric Cautery,0.9989,0.9989,1080,1920
val,10_1_0722,Right Hand Tool,Scissors,1.0,0.3936,1080,1920
val,10_1_0471,Left Hand Tool,Suction Cannula,1.0,0.6011,1080,1920
val,09_1_0445,Two Hands Tool,Syringe,0.9984,0.9984,1080,1920
val,09_1_0669,Left Hand Tool,Gauze,1.0,0.781,1080,1920
val,10_1_0788,Left Hand Tool,Tweezers,1.0,0.8519,1080,1920
val,10_1_1011,Left Hand Tool,Tweezers,0.9938,0.876,1080,1920
val,10_1_1496,Right Hand Tool,Needle Holders,1.0,0.7629,1080,1920
val,10_1_1008,Right Hand Tool,Needle Holders,0.9977,0.62,1080,1920
val,10_1_1656,Left Hand Tool,Tweezers,0.6931,0.3883,1080,1920
val,10_1_1534,Right Hand Tool,Needle Holders,1.0,0.8184,1080,1920
val,10_1_0404,Left Hand Tool,Suction Cannula,0.9952,0.9952,1080,1920
val,09_1_0614,Left Hand Tool,Gauze,0.985,0.9428,1080,1920
val,10_1_1525,Right Hand Tool,Needle Holders,0.9986,0.4438,1080,1920
val,09_1_0626,Left Hand Tool,Gauze,0.9995,0.9995,1080,1920
val,09_1_0871,Left Hand Tool,Gauze,0.9945,0.9945,1080,1920
val,09_1_0867,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,10_1_0471,Right Hand Tool,Bipolar Forceps,0.9967,0.8674,1080,1920
val,10_1_1607,Left Hand Tool,Tweezers,1.0,0.2969,1080,1920
val,10_1_0519,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_1021,Right Hand Tool,Needle Holders,0.9981,0.4132,1080,1920
val,10_1_0939,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,09_1_0473,Two Hands Tool,Scalpel,0.9948,0.9948,1080,1920
val,10_1_0822,Left Hand Tool,Tweezers,0.9982,0.9982,1080,1920
val,10_1_0528,Left Hand Tool,Tweezers,1.0,0.7126,1080,1920
val,10_1_0616,Right Hand Tool,Raspatory,0.9987,0.92,1080,1920
val,09_1_0549,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
val,10_1_1574,Left Hand Tool,Tweezers,1.0,0.7516,1080,1920
val,10_1_0950,Right Hand Tool,Needle Holders,0.9989,0.704,1080,1920
val,10_1_0699,Left Hand Tool,Tweezers,0.9891,0.82,1080,1920
val,09_1_0975,Right Hand Tool,Electric Cautery,0.9959,0.9959,1080,1920
val,09_1_0698,Right Hand Tool,Scissors,0.9886,0.9562,1080,1920
val,10_1_0577,Right Hand Tool,Scissors,0.9919,0.865,1080,1920
val,10_1_1398,Left Hand Tool,Tweezers,0.9997,0.9901,1080,1920
val,10_1_0580,Left Hand Tool,Tweezers,1.0,0.9463,1080,1920
val,09_1_0500,Right Hand Tool,Scalpel,0.9993,0.9993,1080,1920
val,10_1_0725,Right Hand Tool,Scissors,0.9997,0.1614,1080,1920
val,10_1_0268,Two Hands Tool,Syringe,1.0,0.7652,1080,1920
val,10_1_0338,Right Hand Tool,Scalpel,0.9998,0.9706,1080,1920
val,10_1_1106,Right Hand Tool,Needle Holders,0.9989,0.9989,1080,1920
val,09_1_0841,Right Hand Tool,Electric Cautery,0.9975,0.5749,1080,1920
val,10_1_0838,Left Hand Tool,Tweezers,0.9957,0.7069,1080,1920
val,09_1_0788,Right Hand Tool,Electric Cautery,0.9997,0.9601,1080,1920
val,09_1_0541,Left Hand Tool,Gauze,1.0,0.7817,1080,1920
val,09_1_0868,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,09_1_1002,Right Hand Tool,Scissors,0.9998,0.9998,1080,1920
val,10_1_0934,Right Hand Tool,Needle Holders,0.9808,0.8278,1080,1920
val,10_1_1608,Left Hand Tool,Tweezers,0.9922,0.9922,1080,1920
val,10_1_1498,Right Hand Tool,Needle Holders,1.0,0.6184,1080,1920
val,09_1_0535,Right Hand Tool,Scalpel,0.999,0.999,1080,1920
val,10_1_0553,Left Hand Tool,Tweezers,1.0,0.8815,1080,1920
val,10_1_0568,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_0767,Left Hand Tool,Tweezers,0.999,0.999,1080,1920
val,10_1_0395,Right Hand Tool,Scissors,1.0,0.6837,1080,1920
val,09_1_0780,Left Hand Tool,Hook,0.9867,0.8392,1080,1920
val,10_1_1414,Left Hand Tool,Tweezers,0.9996,0.7402,1080,1920
val,10_1_0580,Right Hand Tool,Scissors,0.9975,0.9164,1080,1920
val,10_1_0834,Left Hand Tool,Tweezers,1.0,0.4257,1080,1920
val,09_1_1010,Right Hand Tool,Electric Cautery,0.9983,0.9983,1080,1920
val,10_1_0527,Right Hand Tool,Scissors,1.0,0.6191,1080,1920
val,10_1_0713,Left Hand Tool,Tweezers,1.0,0.8315,1080,1920
val,10_1_0775,Left Hand Tool,Tweezers,1.0,0.9098,1080,1920
val,10_1_1555,Right Hand Tool,Needle Holders,1.0,0.4707,1080,1920
val,10_1_0288,Two Hands Tool,Mouth Gag,1.0,0.0064,1080,1920
val,09_1_0549,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,10_1_1440,Left Hand Tool,Tweezers,0.9981,0.925,1080,1920
val,10_1_1524,Left Hand Tool,Tweezers,1.0,0.8845,1080,1920
val,10_1_0496,Right Hand Tool,Scissors,1.0,0.8727,1080,1920
val,09_1_1004,Left Hand Tool,Tweezers,0.9995,0.9995,1080,1920
val,10_1_0436,Left Hand Tool,Suction Cannula,0.9957,0.8858,1080,1920
val,10_1_1448,Left Hand Tool,Tweezers,1.0,0.9378,1080,1920
val,09_1_0833,Left Hand Tool,Forceps,0.9727,0.849,1080,1920
val,09_1_0697,Right Hand Tool,Scissors,0.9981,0.8315,1080,1920
val,10_1_1569,Right Hand Tool,Needle Holders,0.9995,0.7692,1080,1920
val,09_1_0662,Right Hand Tool,Scissors,0.9894,0.4669,1080,1920
val,09_1_0877,Right Hand Tool,Electric Cautery,0.9982,0.7511,1080,1920
val,10_1_0571,Left Hand Tool,Tweezers,0.977,0.7739,1080,1920
val,10_1_0293,Two Hands Tool,Syringe,0.9764,0.4976,1080,1920
val,10_1_0748,Right Hand Tool,Needle Holders,0.9987,0.9987,1080,1920
val,10_1_1019,Left Hand Tool,Tweezers,0.8789,0.8789,1080,1920
val,10_1_1588,Right Hand Tool,Needle Holders,0.9996,0.6367,1080,1920
val,10_1_0880,Right Hand Tool,Needle Holders,0.9874,0.9866,1080,1920
val,09_1_1016,Left Hand Tool,Tweezers,0.9845,0.9845,1080,1920
val,10_1_0262,Two Hands Tool,Syringe,0.9982,0.9239,1080,1920
val,10_1_1620,Right Hand Tool,Needle Holders,0.9993,0.9993,1080,1920
val,10_1_0693,Left Hand Tool,Tweezers,0.9985,0.4984,1080,1920
val,09_1_0699,Left Hand Tool,Gauze,0.9948,0.9864,1080,1920
val,10_1_0969,Right Hand Tool,Scissors,0.979,0.674,1080,1920
val,10_1_0897,Left Hand Tool,Tweezers,0.9998,0.8344,1080,1920
val,10_1_0581,Left Hand Tool,Tweezers,1.0,0.9305,1080,1920
val,10_1_0500,Right Hand Tool,Scissors,1.0,0.8936,1080,1920
val,09_1_0507,Right Hand Tool,Scalpel,0.9976,0.9976,1080,1920
val,10_1_1655,Right Hand Tool,Needle Holders,0.9999,0.6315,1080,1920
val,09_1_0984,Right Hand Tool,Scissors,1.0,1.0,1080,1920
val,09_1_0716,Right Hand Tool,Gauze,0.9586,0.9584,1080,1920
val,10_1_0450,Right Hand Tool,Raspatory,0.9983,0.8975,1080,1920
val,10_1_1414,Right Hand Tool,Needle Holders,0.9947,0.9738,1080,1920
val,10_1_0542,Right Hand Tool,Scissors,1.0,0.6863,1080,1920
val,10_1_0686,Right Hand Tool,Scissors,0.9957,0.7934,1080,1920
val,10_1_1608,Right Hand Tool,Needle Holders,0.9983,0.6257,1080,1920
val,10_1_0966,Right Hand Tool,Mouth Gag,1.0,0.0068,1080,1920
val,10_1_0988,Right Hand Tool,Needle Holders,0.9994,0.6318,1080,1920
val,10_1_0917,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_0993,Left Hand Tool,Tweezers,0.9971,0.6654,1080,1920
val,10_1_1413,Right Hand Tool,Needle Holders,0.9977,0.9676,1080,1920
val,10_1_0728,Left Hand Tool,Tweezers,1.0,0.8302,1080,1920
val,10_1_0429,Right Hand Tool,Raspatory,0.9993,0.9993,1080,1920
val,10_1_1117,Right Hand Tool,Needle Holders,0.9994,0.7322,1080,1920
val,10_1_1005,Right Hand Tool,Needle Holders,0.9998,0.346,1080,1920
val,10_1_0455,Left Hand Tool,Suction Cannula,0.9981,0.908,1080,1920
val,10_1_1629,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
val,10_1_1525,Left Hand Tool,Tweezers,0.992,0.8766,1080,1920
val,10_1_0558,Right Hand Tool,Tweezers,1.0,0.419,1080,1920
val,10_1_0715,Right Hand Tool,Scissors,0.9983,0.921,1080,1920
val,09_1_0784,Right Hand Tool,Forceps,0.9946,0.4416,1080,1920
val,09_1_0886,Left Hand Tool,Gauze,1.0,0.5119,1080,1920
val,09_1_0979,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,09_1_0551,Two Hands Tool,Scalpel,1.0,1.0,1080,1920
val,09_1_0562,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,10_1_0794,Left Hand Tool,Tweezers,0.9992,0.8599,1080,1920
val,10_1_0883,Left Hand Tool,Tweezers,0.9688,0.9688,1080,1920
val,10_1_0832,Left Hand Tool,Tweezers,1.0,0.8373,1080,1920
val,10_1_0628,Left Hand Tool,Suction Cannula,0.973,0.973,1080,1920
val,10_1_1169,Left Hand Tool,Forceps,1.0,1.0,1080,1920
val,09_1_0605,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
val,10_1_1459,Left Hand Tool,Tweezers,0.9934,0.9934,1080,1920
val,09_1_0775,Right Hand Tool,Gauze,0.9982,0.4914,1080,1920
val,10_1_0954,Left Hand Tool,Tweezers,1.0,0.6427,1080,1920
val,10_1_0518,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_0346,Right Hand Tool,Bipolar Forceps,0.9987,0.9795,1080,1920
val,10_1_1101,Right Hand Tool,Needle Holders,0.9953,0.2657,1080,1920
val,09_1_0681,Left Hand Tool,Forceps,0.9916,0.9916,1080,1920
val,10_1_1092,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
val,10_1_0853,Two Hands Tool,Needle Holders,1.0,0.5801,1080,1920
val,10_1_1515,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_0849,Left Hand Tool,Tweezers,0.9925,0.7543,1080,1920
val,10_1_1422,Left Hand Tool,Tweezers,0.9949,0.6221,1080,1920
val,10_1_0608,Left Hand Tool,Suction Cannula,1.0,0.9517,1080,1920
val,10_1_0713,Right Hand Tool,Scissors,1.0,0.6796,1080,1920
val,10_1_0540,Right Hand Tool,Scissors,1.0,0.6769,1080,1920
val,10_1_0492,Left Hand Tool,Suction Cannula,1.0,0.7055,1080,1920
val,10_1_0750,Left Hand Tool,Tweezers,1.0,0.9556,1080,1920
val,09_1_1018,Right Hand Tool,Scissors,0.985,0.9848,1080,1920
val,10_1_1580,Right Hand Tool,Needle Holders,0.9931,0.3556,1080,1920
val,10_1_1677,Left Hand Tool,Mouth Gag,0.3218,0.3215,1080,1920
val,10_1_1027,Left Hand Tool,Tweezers,1.0,0.774,1080,1920
val,10_1_1681,Left Hand Tool,Mouth Gag,0.1474,0.1405,1080,1920
val,10_1_0349,Left Hand Tool,Suction Cannula,0.9993,0.6261,1080,1920
val,10_1_0607,Left Hand Tool,Suction Cannula,1.0,0.8692,1080,1920
val,09_1_0846,Right Hand Tool,Electric Cautery,0.999,0.7831,1080,1920
val,10_1_1426,Right Hand Tool,Needle Holders,0.9993,0.9993,1080,1920
val,10_1_0995,Left Hand Tool,Tweezers,1.0,0.9399,1080,1920
val,10_1_1447,Right Hand Tool,Needle Holders,0.9955,0.8935,1080,1920
val,10_1_0710,Right Hand Tool,Scissors,0.9953,0.7287,1080,1920
val,09_1_0634,Right Hand Tool,Scalpel,0.9975,0.7265,1080,1920
val,10_1_0820,Two Hands Tool,Needle Holders,1.0,1.0,1080,1920
val,10_1_0921,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,09_1_0624,Right Hand Tool,Scalpel,0.9975,0.9975,1080,1920
val,09_1_0571,Right Hand Tool,Scalpel,1.0,0.9986,1080,1920
val,10_1_1522,Two Hands Tool,Gauze,0.9996,0.7495,1080,1920
val,10_1_0750,Right Hand Tool,Needle Holders,0.9981,0.7921,1080,1920
val,10_1_0737,Right Hand Tool,Bipolar Forceps,0.9981,0.7553,1080,1920
val,09_1_0851,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,10_1_0760,Left Hand Tool,Tweezers,1.0,0.9864,1080,1920
val,09_1_0472,Two Hands Tool,Scalpel,1.0,1.0,1080,1920
val,10_1_1659,Two Hands Tool,Needle Holders,0.9994,0.5446,1080,1920
val,10_1_0702,Left Hand Tool,Tweezers,1.0,0.8001,1080,1920
val,10_1_1647,Left Hand Tool,Tweezers,0.9992,0.9932,1080,1920
val,10_1_1474,Right Hand Tool,Needle Holders,0.9826,0.9219,1080,1920
val,10_1_0979,Left Hand Tool,Needle Holders,1.0,0.0,1080,1920
val,09_1_0818,Right Hand Tool,Electric Cautery,0.9968,0.8687,1080,1920
val,09_1_0692,Right Hand Tool,Scissors,0.9984,0.5318,1080,1920
val,10_1_0786,Left Hand Tool,Tweezers,0.9972,0.8597,1080,1920
val,09_1_0709,Right Hand Tool,Gauze,1.0,1.0,1080,1920
val,10_1_1575,Right Hand Tool,Needle Holders,0.9983,0.759,1080,1920
val,10_1_0829,Right Hand Tool,Needle Holders,0.9948,0.6843,1080,1920
val,09_1_0406,Right Hand Tool,Syringe,1.0,1.0,1080,1920
val,10_1_1456,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,09_1_0883,Left Hand Tool,Tweezers,1.0,0.9963,1080,1920
val,09_1_0589,Two Hands Tool,Gauze,1.0,0.7607,1080,1920
val,10_1_1073,Left Hand Tool,Mouth Gag,1.0,0.9001,1080,1920
val,09_1_0518,Right Hand Tool,Scalpel,0.9973,0.9973,1080,1920
val,10_1_0512,Right Hand Tool,Raspatory,1.0,0.9734,1080,1920
val,09_1_0742,Right Hand Tool,Scissors,0.9905,0.9905,1080,1920
val,10_1_1459,Right Hand Tool,Needle Holders,1.0,0.9076,1080,1920
val,10_1_0718,Right Hand Tool,Scissors,0.9974,0.7118,1080,1920
val,10_1_1083,Right Hand Tool,Scissors,1.0,0.8474,1080,1920
val,10_1_0932,Right Hand Tool,Needle Holders,0.9969,0.7176,1080,1920
val,10_1_0791,Left Hand Tool,Tweezers,1.0,0.8482,1080,1920
val,10_1_0790,Right Hand Tool,Needle Holders,1.0,0.5562,1080,1920
val,10_1_0353,Left Hand Tool,Suction Cannula,0.9953,0.5886,1080,1920
val,10_1_0845,Left Hand Tool,Tweezers,1.0,0.9369,1080,1920
val,10_1_1576,Right Hand Tool,Needle Holders,0.9992,0.83,1080,1920
val,10_1_1636,Right Hand Tool,Needle Holders,0.9865,0.8919,1080,1920
val,10_1_0375,Left Hand Tool,Suction Cannula,0.994,0.5302,1080,1920
val,09_1_0542,Right Hand Tool,Gauze,0.9938,0.8641,1080,1920
val,10_1_0610,Right Hand Tool,Scissors,0.9959,0.9959,1080,1920
val,09_1_1011,Left Hand Tool,Tweezers,0.9946,0.9946,1080,1920
val,10_1_1517,Right Hand Tool,Needle Holders,1.0,0.633,1080,1920
val,10_1_0925,Right Hand Tool,Needle Holders,1.0,0.5672,1080,1920
val,10_1_1652,Right Hand Tool,Needle Holders,1.0,0.6188,1080,1920
val,10_1_0456,Right Hand Tool,Raspatory,0.9966,0.9966,1080,1920
val,10_1_0435,Right Hand Tool,Scissors,1.0,0.9869,1080,1920
val,10_1_0840,Left Hand Tool,Tweezers,1.0,0.8387,1080,1920
val,09_1_0713,Right Hand Tool,Scissors,0.999,0.2743,1080,1920
val,10_1_0887,Left Hand Tool,Tweezers,0.9981,0.9981,1080,1920
val,10_1_0443,Right Hand Tool,Scissors,1.0,0.9775,1080,1920
val,10_1_0596,Right Hand Tool,Bipolar Forceps,0.987,0.6475,1080,1920
val,09_1_0575,Left Hand Tool,Gauze,1.0,0.4599,1080,1920
val,09_1_0478,Two Hands Tool,Scalpel,0.9994,0.9994,1080,1920
val,10_1_0995,Right Hand Tool,Needle Holders,0.9912,0.687,1080,1920
val,09_1_0838,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,09_1_0654,Right Hand Tool,Scissors,1.0,0.8773,1080,1920
val,10_1_0909,Right Hand Tool,Needle Holders,1.0,0.7283,1080,1920
val,10_1_1182,Two Hands Tool,Bipolar Forceps,0.9946,0.8306,1080,1920
val,10_1_0891,Left Hand Tool,Mouth Gag,0.0921,0.087,1080,1920
val,10_1_0555,Left Hand Tool,Suction Cannula,1.0,0.5481,1080,1920
val,10_1_1489,Left Hand Tool,Tweezers,0.9817,0.9817,1080,1920
val,10_1_1476,Right Hand Tool,Needle Holders,1.0,0.5892,1080,1920
val,10_1_0432,Right Hand Tool,Raspatory,0.9983,0.9869,1080,1920
val,10_1_1629,Left Hand Tool,Tweezers,0.5659,0.5659,1080,1920
val,10_1_1174,Right Hand Tool,Mouth Gag,1.0,0.0503,1080,1920
val,10_1_0743,Right Hand Tool,Needle Holders,0.9863,0.9863,1080,1920
val,09_1_0388,Two Hands Tool,Syringe,1.0,1.0,1080,1920
val,10_1_0333,Left Hand Tool,Suction Cannula,0.9972,0.6406,1080,1920
val,10_1_1175,Left Hand Tool,Forceps,0.9974,0.9974,1080,1920
val,10_1_1039,Left Hand Tool,Needle Holders,1.0,0.0,1080,1920
val,10_1_1427,Right Hand Tool,Needle Holders,0.9947,0.771,1080,1920
val,10_1_0904,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
val,10_1_1643,Right Hand Tool,Needle Holders,0.9992,0.3893,1080,1920
val,10_1_0788,Right Hand Tool,Needle Holders,0.9812,0.7319,1080,1920
val,10_1_0461,Right Hand Tool,Raspatory,0.9972,0.9972,1080,1920
val,09_1_0853,Right Hand Tool,Electric Cautery,0.9983,0.7235,1080,1920
val,10_1_0430,Left Hand Tool,Suction Cannula,0.9883,0.9791,1080,1920
val,10_1_1453,Left Hand Tool,Tweezers,0.9976,0.6673,1080,1920
val,09_1_0678,Right Hand Tool,Scissors,0.9971,0.9807,1080,1920
val,09_1_1007,Right Hand Tool,Electric Cautery,0.9986,0.9986,1080,1920
val,10_1_0451,Left Hand Tool,Suction Cannula,1.0,0.9767,1080,1920
val,10_1_1577,Right Hand Tool,Needle Holders,0.9984,0.8024,1080,1920
val,10_1_0875,Left Hand Tool,Tweezers,0.9885,0.9885,1080,1920
val,10_1_0296,Two Hands Tool,Syringe,1.0,0.59,1080,1920
val,10_1_0703,Left Hand Tool,Tweezers,0.9508,0.7666,1080,1920
val,10_1_0454,Right Hand Tool,Raspatory,0.9951,0.9791,1080,1920
val,09_1_0511,Two Hands Tool,Scalpel,1.0,1.0,1080,1920
val,09_1_0845,Right Hand Tool,Electric Cautery,0.9989,0.9989,1080,1920
val,09_1_0686,Right Hand Tool,Scissors,0.9996,0.9996,1080,1920
val,10_1_1602,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
val,10_1_0692,Left Hand Tool,Tweezers,1.0,0.8197,1080,1920
val,09_1_0602,Left Hand Tool,Gauze,0.9976,0.9597,1080,1920
val,10_1_1663,Right Hand Tool,Needle Holders,0.9994,0.7331,1080,1920
val,10_1_0342,Right Hand Tool,Scalpel,0.9995,0.9451,1080,1920
val,09_1_0544,Left Hand Tool,Scalpel,0.9983,0.0142,1080,1920
val,10_1_1562,Left Hand Tool,Tweezers,1.0,0.8411,1080,1920
val,09_1_0743,Two Hands Tool,Scissors,1.0,1.0,1080,1920
val,09_1_0603,Left Hand Tool,Gauze,0.9997,0.9989,1080,1920
val,09_1_0510,Two Hands Tool,Scalpel,1.0,1.0,1080,1920
val,10_1_0979,Right Hand Tool,Needle Holders,0.9989,0.3732,1080,1920
val,10_1_0964,Left Hand Tool,Suction Cannula,1.0,0.77,1080,1920
val,10_1_1153,Left Hand Tool,Suction Cannula,1.0,0.4282,1080,1920
val,09_1_0795,Left Hand Tool,Forceps,0.9974,0.6815,1080,1920
val,10_1_0711,Left Hand Tool,Tweezers,0.9956,0.2505,1080,1920
val,09_1_0718,Left Hand Tool,Forceps,0.9977,0.9977,1080,1920
val,09_1_0808,Right Hand Tool,Electric Cautery,0.9975,0.8254,1080,1920
val,09_1_0856,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,09_1_0788,Left Hand Tool,Gauze,1.0,0.9175,1080,1920
val,09_1_0562,Right Hand Tool,Gauze,0.9904,0.9776,1080,1920
val,09_1_0996,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_1092,Right Hand Tool,Needle Holders,0.9992,0.6816,1080,1920
val,10_1_0445,Right Hand Tool,Scissors,0.9971,0.7969,1080,1920
val,09_1_0607,Right Hand Tool,Scalpel,0.9997,0.9997,1080,1920
val,10_1_0508,Left Hand Tool,Suction Cannula,1.0,0.6593,1080,1920
val,09_1_0726,Right Hand Tool,Hook,0.998,0.5984,1080,1920
val,10_1_0753,Left Hand Tool,Tweezers,1.0,0.847,1080,1920
val,10_1_0839,Right Hand Tool,Needle Holders,0.9993,0.6297,1080,1920
val,09_1_0988,Left Hand Tool,Tweezers,0.9857,0.9857,1080,1920
val,09_1_0522,Left Hand Tool,Gauze,1.0,1.0,1080,1920
val,10_1_1022,Right Hand Tool,Needle Holders,1.0,0.2476,1080,1920
val,10_1_0851,Right Hand Tool,Needle Holders,0.9993,0.8466,1080,1920
val,10_1_1200,Left Hand Tool,Suction Cannula,1.0,0.7942,1080,1920
val,09_1_0672,Left Hand Tool,Gauze,1.0,0.9744,1080,1920
val,10_1_1557,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,10_1_1603,Left Hand Tool,Tweezers,0.9999,0.6847,1080,1920
val,09_1_0576,Left Hand Tool,Gauze,0.9953,0.2606,1080,1920
val,10_1_1004,Right Hand Tool,Needle Holders,0.9731,0.5894,1080,1920
val,09_1_0446,Two Hands Tool,Syringe,0.9941,0.9941,1080,1920
val,09_1_0684,Left Hand Tool,Gauze,1.0,0.7682,1080,1920
val,09_1_0500,Left Hand Tool,Tweezers,0.9464,0.5365,1080,1920
val,10_1_1391,Right Hand Tool,Needle Holders,0.9999,0.902,1080,1920
val,10_1_1586,Left Hand Tool,Tweezers,1.0,0.1754,1080,1920
val,10_1_0491,Right Hand Tool,Scissors,0.999,0.876,1080,1920
val,09_1_0597,Right Hand Tool,Scalpel,0.9992,0.9981,1080,1920
val,10_1_1655,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
val,09_1_0979,Right Hand Tool,Electric Cautery,0.9993,0.9993,1080,1920
val,10_1_0884,Left Hand Tool,Tweezers,0.8581,0.8581,1080,1920
val,09_1_1021,Right Hand Tool,Forceps,0.9998,0.9881,1080,1920
val,10_1_0769,Right Hand Tool,Needle Holders,0.9983,0.9776,1080,1920
val,09_1_0548,Left Hand Tool,Gauze,0.9837,0.7386,1080,1920
val,10_1_0547,Right Hand Tool,Scissors,0.9996,0.6535,1080,1920
val,09_1_0404,Two Hands Tool,Syringe,0.992,0.992,1080,1920
val,09_1_1017,Left Hand Tool,Tweezers,0.9988,0.9988,1080,1920
val,09_1_0764,Right Hand Tool,Scissors,0.9703,0.694,1080,1920
val,10_1_1556,Left Hand Tool,Tweezers,0.9999,0.9999,1080,1920
val,09_1_0812,Right Hand Tool,Electric Cautery,0.9977,0.8303,1080,1920
val,09_1_0488,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
